COMID,HUC8,WA,Elev,BMMI,IWI,Slope
14708686.B,7070003,74.5884,300.3108537,,0.510505607,0.00197745
14708686.C,7070003,74.5884,300.3108537,,0.510505607,0.00197745
14708760.A,7070003,51.228,293.3753956,0.395,0.28290184,0.00216564
14708760.B,7070003,51.228,293.3753956,0.395,0.28290184,0.00216564
14708770.A,7070003,137.0484,299.9571135,0.356333333,0.576168785,0.00086015
14708806.A,7070003,170.7183,295.9910936,,0.659172636,0.00112158
14708964.A,7070003,34.4169,299.3528684,0.669333333,0.20724841,0.00283694
14708990.A,7070003,54.6975,286.1345043,0.516,0.27405389,0.00181641
14709014.A,7070003,18.9306,292.1107198,0.514666667,0.386730486,0.00281129
14709014.B,7070003,18.9306,292.1107198,0.514666667,0.386730486,0.00281129
14709018.A,7070003,19.6209,302.8141044,0.682,0.228036514,0.00639825
14709104.A,7070003,3.6909,288.8298147,0.365,0.791497934,0.00921579
14709118.A,7070003,19.8711,334.6236274,0.262333333,0.272036693,0.00222691
14709134.A,7070003,7.6383,300.1585378,,0.366771985,0.00844843
14709150.A,7070003,33.849,292.1485126,,0.552547713,0.00251464
14709150.B,7070003,33.849,292.1485126,,0.552547713,0.00251464
14709152.A,7070003,36.6129,323.7969104,0.346,0.624549807,0.00039686
14709180.A,7070003,51.4431,318.3362966,,0.212873065,0.00528257
14709188.A,7070003,6.3729,299.1334289,,0.217356554,0.00632075
14709188.B,7070003,6.3729,299.1334289,,0.217356554,0.00632075
14709212.A,7070003,16.8183,285.712193,,0.204246098,0.00617567
14709220.A,7070003,66.8529,313.4146926,,0.250840317,0.00101169
14709222.A,7070003,9.3096,296.4749981,0.181666667,0.337021692,0.00402286
14709222.B,7070003,9.3096,296.4749981,0.181666667,0.337021692,0.00402286
14709222.C,7070003,9.3096,296.4749981,0.181666667,0.337021692,0.00402286
14709222.D,7070003,9.3096,296.4749981,0.181666667,0.337021692,0.00402286
14709280.A,7070003,91.6965,306.6460876,0.371,0.325462702,0.00065485
14709280.B,7070003,91.6965,306.6460876,0.371,0.325462702,0.00065485
14709280.C,7070003,91.6965,306.6460876,0.371,0.325462702,0.00065485
14709302.A,7070003,13.4307,290.0369926,,0.30531487,0.00171179
14709308.A,7070003,6.9867,282.6120198,,0.879077992,0.00613053
14709316.A,7070003,3.222,284.777,,0.187222171,0.00785377
14709518.A,7070003,63.6255,316.6897502,0.424666667,0.799476352,0.00249767
14709520.A,7070003,61.5231,314.6380234,0.463666667,0.361628563,0.00159604
14709524.A,7070003,48.2904,308.280952,,0.323828949,0.00154724
14709540.A,7070003,68.1588,301.5977339,,0.265179312,0.0021099
14709544.A,7070003,34.38,309.9578105,0.38,0.788278578,0.00449233
14709544.B,7070003,34.38,309.9578105,0.38,0.788278578,0.00449233
14709578.A,7070003,16.794,295.4015761,,0.204413978,0.00545336
14709578.B,7070003,16.794,295.4015761,,0.204413978,0.00545336
14709602.A,7070003,9.6408,289.456601,0.368333333,0.297942516,0.00377752
14709602.B,7070003,9.6408,289.456601,0.368333333,0.297942516,0.00377752
14709854.A,7070003,20268.0072,401.5251897,0.641333333,0.209381815,0.00013149
14709874.A,7070003,20546.3988,400.0557644,0.373,0.170048298,0.00001
14709874.B,7070003,20546.3988,400.0557644,0.373,0.170048298,0.00001
14709882.A,7070003,20557.8522,399.9884246,,0.241664755,0.00001
14709888.A,7070003,20555.3916,400.0046121,0.254666667,0.214816325,0.00001
14709906.A,7070003,20566.8414,399.9345285,,0.308328642,0.00001
14709954.A,7070003,20613.6792,399.6276037,,0.173415181,0.00001
14710000.A,7070003,20646.0486,399.3907124,0.639,0.206783232,0.00001
14710012.A,7070003,20642.5215,399.4175041,0.526666667,0.179162361,0.00001
14710282.A,7070003,7.2531,324.4053853,0.320333333,0.648757274,0.0017452
14710296.A,7070003,95.2623,303.8869071,,0.296600792,0.00070819
14710344.A,7070003,8.1585,325.491775,0.582666667,0.31412754,0.00373782
14710372.A,7070003,38.0808,333.0353488,,0.166031845,0.00191102
14710372.B,7070003,38.0808,333.0353488,,0.166031845,0.00191102
14710388.A,7070003,20.3418,299.7058676,0.259666667,0.254574609,0.00056869
14710408.A,7070003,8.6823,291.6810283,,0.602031734,0.00243821
14710408.B,7070003,8.6823,291.6810283,,0.602031734,0.00243821
14710416.A,7070003,24.5763,351.9923316,0.27,0.373680593,0.00299625
14710444.A,7070003,7.8687,363.270581,0.189,0.320068708,0.008125
14710462.A,7070003,284.3919,289.8074094,,0.192764082,0.00057251
14710478.A,7070003,4.3182,368.0137411,0.372333333,0.215705398,0.01829065
14710484.A,7070003,13.8951,366.4279293,0.246,0.294455976,0.0066026
14710496.A,7070003,20.9475,339.6169353,0.159,0.37824836,0.00550912
14710496.B,7070003,20.9475,339.6169353,0.159,0.37824836,0.00550912
14710510.A,7070003,13.1841,377.6280709,,0.186294049,0.00853956
14710510.B,7070003,13.1841,377.6280709,,0.186294049,0.00853956
14710564.A,7070003,2.0988,373.9775472,,0.385381963,0.02562026
14710570.A,7070003,8.8713,377.5793081,,0.214347914,0.01126144
14710598.A,7070003,99.6516,329.9302299,0.422333333,0.31647019,0.00001
14710616.A,7070003,6.1488,312.6363173,0.305333333,0.276254857,0.00286113
14710624.A,7070003,83.1249,335.435982,0.258,0.239804867,0.00001
14710630.A,7070003,24.6393,310.077777,0.315333333,0.618357152,0.00228457
14710630.B,7070003,24.6393,310.077777,0.315333333,0.618357152,0.00228457
14710642.A,7070003,80.5842,336.5920258,,0.303124526,0.00001
14710658.A,7070003,67.4253,340.813771,0.383666667,0.299107923,0.00047114
14710664.A,7070003,7.7067,363.3265947,,0.204505913,0.01087511
14710684.A,7070003,4.6395,363.5050863,0.418666667,0.327173622,0.0113285
14710686.A,7070003,31.4478,309.8087571,0.252333333,0.358143171,0.00221948
14710686.B,7070003,31.4478,309.8087571,0.252333333,0.358143171,0.00221948
14710698.A,7070003,13.8546,336.7889327,,0.225444246,0.00329801
14710698.B,7070003,13.8546,336.7889327,,0.225444246,0.00329801
14710708.A,7070003,6.7185,312.3125332,0.312666667,0.327097878,0.00226786
14710784.A,7070003,12.6522,315.2167264,,0.171960776,0.00334028
14710784.B,7070003,12.6522,315.2167264,,0.171960776,0.00334028
14710784.C,7070003,12.6522,315.2167264,,0.171960776,0.00334028
14710786.A,7070003,34.7121,303.3322285,0.310666667,0.260559988,0.00208474
14710796.A,7070003,29.1744,306.4455661,0.382333333,0.867612987,0.0018213
14710814.A,7070003,5.9085,315.0719177,0.381666667,0.325462403,0.00397238
14710848.A,7070003,80.7624,308.5587219,0.271666667,0.324113572,0.00033707
14710888.A,7070003,44.622,305.1030518,0.338333333,0.802990918,0.00220772
14710894.A,7070003,14.9265,315.894196,0.190333333,0.152832445,0.00263702
14710908.A,7070003,5.6241,319.5330213,0.324666667,0.318127062,0.0025177
14710916.A,7070003,5.9265,326.3926241,0.486666667,0.211926341,0.00465472
14711068.A,7070003,9.8307,316.8963673,,0.238306389,0.00267142
14711068.B,7070003,9.8307,316.8963673,,0.238306389,0.00267142
14711070.A,7070003,80.3628,342.386032,,0.254408932,0.00280118
14711070.B,7070003,80.3628,342.386032,,0.254408932,0.00280118
14711082.A,7070003,65.5182,349.2441358,,0.217513458,0.00143629
14711102.A,7070003,30.3543,364.017226,0.529,0.224110719,0.00018108
14711104.A,7070003,18.6237,348.3243048,,0.212973022,0.00352564
14711116.A,7070003,6.6348,374.5900895,0.412666667,0.496077242,0.01152564
14711138.A,7070003,64.629,273.2884707,0.616,0.237147882,0.00002826
14711150.A,7070003,15.3153,355.3813986,0.592,0.238145941,0.00480639
14711170.A,7070003,40.8609,311.3650217,,0.146895143,0.0020907
14711174.A,7070003,4.4415,322.5802391,0.414,0.284105165,0.01041432
14717000.A,7070003,20018.1951,402.9277335,,0.214984787,0.00001
14717012.A,7070003,1411.488,328.1442143,,0.209145341,0.00007714
14726802.A,7070002,2.3085,531.9234308,,0.487456956,0.01173296
14726810.A,7070002,8.9784,525.5883861,,0.39072567,0.01047039
14726810.B,7070002,8.9784,525.5883861,,0.39072567,0.01047039
14726840.A,7070002,13.0788,476.2635824,,0.321947301,0.00471516
14726898.A,7070002,74.2689,473.7922014,,0.482442895,0.00031571
14726902.A,7070002,7.2135,450.5265677,0.362,0.385554581,0.02116541
14726942.A,7070002,107.1333,475.3865557,,0.322816136,0.00114774
14726946.A,7070002,141.9165,462.1254365,0.455666667,0.365558258,0.00132299
14726958.A,7070002,48.0888,500.9023639,,0.338424002,0.00204071
14726974.A,7070002,304.0281,491.0155749,,0.572074521,0.00127878
14726978.A,7070002,25.0965,477.7064447,,0.636630846,0.00559002
14726978.B,7070002,25.0965,477.7064447,,0.636630846,0.00559002
14726978.C,7070002,25.0965,477.7064447,,0.636630846,0.00559002
14726980.A,7070002,115.893,472.9665888,0.438,0.356441871,0.0032967
14727006.A,7070002,232.5069,454.4465165,0.380333333,0.363817953,0.00271578
14727018.A,7070002,3.5514,456.864478,0.242,0.305985527,0.01028611
14727022.A,7070002,123.2415,490.9643966,,0.498715236,0.00225614
14727032.A,7070002,6.3549,441.7718043,,0.427902526,0.00766179
14727046.A,7070002,20.1114,472.5169516,,0.608797725,0.00286764
14727056.A,7070002,132.4521,489.2767104,,0.371871108,0.00019396
14727056.B,7070002,132.4521,489.2767104,,0.371871108,0.00019396
14727070.A,7070002,139.6665,502.3786677,,0.326813639,0.00225396
14727080.A,7070002,51.5232,462.7771686,0.164,0.285541696,0.0018421
14727088.A,7070002,483.2334,479.0209979,0.39,0.379620792,0.00153907
14727088.B,7070002,483.2334,479.0209979,0.39,0.379620792,0.00153907
14727088.C,7070002,483.2334,479.0209979,0.39,0.379620792,0.00153907
14727088.D,7070002,483.2334,479.0209979,0.39,0.379620792,0.00153907
14727106.A,7070002,65.979,463.6148068,,0.253429939,0.00200422
14727122.A,7070002,135.5166,488.6337367,,0.904022993,0.00119784
14727130.A,7070002,147.2931,500.4807484,,0.66469668,0.0016413
14727130.B,7070002,147.2931,500.4807484,,0.66469668,0.0016413
14727132.A,7070002,14.0886,434.4982005,0.439,0.369565919,0.00382616
14727144.A,7070002,110.2176,465.5793491,,0.367496596,0.0019134
14727146.A,7070002,3.4101,429.0712246,0.252333333,0.260706445,0.00594543
14727148.A,7070002,9.5724,441.5579259,0.372666667,0.341163006,0.00763176
14727166.A,7070002,224.1405,434.7842741,0.469333333,0.437949012,0.00172355
14727200.A,7070002,9.5634,467.7393874,,0.383462108,0.00216467
14727226.A,7070002,239.4063,455.4751251,0.395,0.555990767,0.00232234
14727230.A,7070002,21.9555,448.7687817,,0.33587064,0.0040518
14727230.B,7070002,21.9555,448.7687817,,0.33587064,0.0040518
14727236.A,7070002,600.3567,469.497863,,0.369682064,0.00197058
14727260.A,7070002,14.8005,443.0075306,0.522,0.268468965,0.00584695
14727260.B,7070002,14.8005,443.0075306,0.522,0.268468965,0.00584695
14727282.A,7070002,64.2195,423.5961613,0.303333333,0.657795494,0.00164104
14727284.A,7070002,14.859,436.0938449,,0.331204684,0.00626626
14727296.A,7070002,186.7383,494.735984,0.434333333,0.455588403,0.00146162
14727296.B,7070002,186.7383,494.735984,0.434333333,0.455588403,0.00146162
14727296.C,7070002,186.7383,494.735984,0.434333333,0.455588403,0.00146162
14727296.D,7070002,186.7383,494.735984,0.434333333,0.455588403,0.00146162
14727296.E,7070002,186.7383,494.735984,0.434333333,0.455588403,0.00146162
14727338.A,7070002,307.6749,449.0912717,,0.464130083,0.00040223
14727346.A,7070002,13.3299,412.9367477,,0.325372452,0.00418812
14727346.B,7070002,13.3299,412.9367477,,0.325372452,0.00418812
14727346.C,7070002,13.3299,412.9367477,,0.325372452,0.00418812
14727374.A,7070002,25.7445,428.2730676,0.410666667,0.542408397,0.00224636
14727374.B,7070002,25.7445,428.2730676,0.410666667,0.542408397,0.00224636
14727388.A,7070002,89.8875,484.2906175,,0.800036387,0.00123981
14727388.B,7070002,89.8875,484.2906175,,0.800036387,0.00123981
14727388.C,7070002,89.8875,484.2906175,,0.800036387,0.00123981
14727398.A,7070002,13.9851,435.6417813,0.36,0.298502495,0.00152908
14727404.A,7070002,4.5882,433.4422028,0.396,0.533427263,0.0071678
14727424.A,7070002,12.0024,434.9840957,,0.883985164,0.00618843
14727450.A,7070002,4.8096,438.246308,0.248333333,0.239151529,0.00704051
14727460.A,7070002,11.5218,436.4888721,0.365333333,0.242606598,0.00668876
14727476.A,7070002,10.3401,439.2338106,0.414333333,0.308561227,0.00908367
14727488.A,7070002,10.6362,448.957866,0.634666667,0.275470759,0.00418473
14727502.A,7070002,4.2201,427.6512817,,0.452807971,0.00968985
14727514.A,7070002,45.5328,462.4614498,,0.349416816,0.00259892
14727516.A,7070002,448.0326,482.5463274,0.436,0.379433273,0.00081059
14727520.A,7070002,7.8606,422.6858713,,0.423667215,0.00335443
14727532.A,7070002,7.749,427.1857166,0.331,0.321222115,0.00657352
14727532.B,7070002,7.749,427.1857166,0.331,0.321222115,0.00657352
14727532.C,7070002,7.749,427.1857166,0.331,0.321222115,0.00657352
14727534.A,7070002,77.292,448.6442009,0.358333333,0.372042257,0.00251666
14727536.A,7070002,27.5103,445.6556918,,0.425271747,0.00356603
14727542.A,7070002,34.5609,425.60274,0.308333333,0.393593677,0.00269666
14727550.A,7070002,494.7912,480.5923058,,0.672623957,0.00001
14727556.A,7070002,10.3878,436.6983868,0.252666667,0.224364006,0.0068639
14727562.A,7070002,73.5768,449.1410611,,0.359246813,0.00195166
14727570.A,7070002,3.3921,437.7213956,,0.367116832,0.01625258
14727576.A,7070002,16.9902,431.4681412,0.462333333,0.371052533,0.00649489
14727598.A,7070002,6.3189,424.8686056,,0.180378963,0.00470089
14727598.B,7070002,6.3189,424.8686056,,0.180378963,0.00470089
14727598.C,7070002,6.3189,424.8686056,,0.180378963,0.00470089
14727602.A,7070002,111.24,446.9520584,0.440666667,0.367631613,0.00280306
14727606.A,7070002,13.959,431.0500387,0.390333333,0.397230363,0.00495424
14727606.B,7070002,13.959,431.0500387,0.390333333,0.397230363,0.00495424
14727608.A,7070002,23.7591,426.4961002,0.360666667,0.342865372,0.0048284
14727614.A,7070002,11.7675,430.7553881,,0.200110865,0.00688404
14727614.B,7070002,11.7675,430.7553881,,0.200110865,0.00688404
14727622.A,7070002,7.3026,431.8613803,0.468333333,0.409135642,0.01469767
14727632.A,7070002,7.1658,440.2523097,,0.867700005,0.00483558
14727640.A,7070002,208.6425,437.2042718,,0.434636189,0.00275368
14727642.A,7070002,28.1466,430.4674675,0.335666667,0.305489331,0.00335526
14727646.A,7070002,57.2967,426.7650896,,0.210444158,0.00169212
14727656.A,7070002,6.7779,445.731118,0.250666667,0.39959613,0.00545557
14727672.A,7070002,152.0595,443.4871424,0.384666667,0.325929511,0.00232716
14727692.A,7070002,533.52,478.1440495,,0.731712608,0.00073986
14727698.A,7070002,7.2801,428.4082519,0.388666667,0.275209273,0.00977968
14727700.A,7070002,38.3931,421.4171575,,0.485020839,0.00224005
14727722.A,7070002,7.677,415.9861594,,0.264792274,0.00822836
14727734.A,7070002,31.1409,421.9277839,,0.377028976,0.0017507
14727740.A,7070002,42.7257,420.3436888,,0.300716502,0.00177449
14727744.A,7070002,719.0613,447.8336585,0.353333333,0.358526509,0.00134313
14727758.A,7070002,10.9827,417.1411858,0.39,0.253547833,0.00497602
14727768.A,7070002,48.0096,421.1831237,,0.381351577,0.00076552
14727780.A,7070002,21.1068,433.3594244,0.427666667,0.367805019,0.00744724
14727780.B,7070002,21.1068,433.3594244,0.427666667,0.367805019,0.00744724
14727802.A,7070002,4.7511,424.0161243,,0.462286233,0.00815873
14727810.A,7070002,6.2892,408.9942831,,0.210989116,0.01041445
14727812.A,7070002,57.6396,420.9153057,0.476333333,0.369581914,0.0015997
14727812.B,7070002,57.6396,420.9153057,0.476333333,0.369581914,0.0015997
14727818.A,7070002,56.8719,417.1757842,0.241333333,0.324056618,0.00147155
14727818.B,7070002,56.8719,417.1757842,0.241333333,0.324056618,0.00147155
14727820.A,7070002,3.5154,438.9751946,,0.533201292,0.00816969
14727828.A,7070002,30.8205,445.3723612,0.343,0.374088104,0.00060724
14727840.A,7070002,221.6286,433.647877,,0.290969783,0.0013733
14727842.A,7070002,5.8644,418.9907336,,0.403010523,0.00880454
14727908.A,7070002,128.4903,417.0323405,0.497333333,0.365642186,0.00033973
14727932.A,7070002,5.868,409.3941104,0.408,0.280388374,0.00628395
14727936.A,7070002,767.1582,473.9457136,,0.309562424,0.00062131
14727946.A,7070002,13.9815,421.5954541,,0.225236452,0.00562818
14727952.A,7070002,4.9041,406.3721674,,0.23269299,0.00658605
14727964.A,7070002,5.4324,404.656559,,0.207989339,0.00851598
14727990.A,7070002,777.141,473.4023875,,0.805448511,0.00279773
14727998.A,7070002,32.3523,435.0367182,0.294,0.689282575,0.00341401
14727998.B,7070002,32.3523,435.0367182,0.294,0.689282575,0.00341401
14728206.A,7070002,10.8774,516.3056611,0.501,0.488876558,0.00415896
14728214.A,7070002,24.0012,449.9540644,,0.180869095,0.00090312
14728216.A,7070002,16.6824,513.4842323,0.322666667,0.804509161,0.00208816
14728224.A,7070002,19.7919,514.9231399,,0.377673851,0.00495623
14728232.A,7070002,15.6042,443.6125799,0.322,0.259713642,0.00337659
14728240.A,7070002,18.7938,458.5091782,,0.368289703,0.00141521
14728240.B,7070002,18.7938,458.5091782,,0.368289703,0.00141521
14728246.A,7070002,5.3919,522.2619546,0.334666667,0.398035395,0.00559092
14728258.A,7070002,7.0038,449.4641635,,0.262351814,0.00332281
14728280.A,7070002,23.4306,459.4534055,,0.347104541,0.00302356
14728294.A,7070002,11.0754,472.3465407,0.379,0.564037494,0.00557018
14728296.A,7070002,8.2485,480.7272395,0.463666667,0.243703229,0.00366395
14728296.B,7070002,8.2485,480.7272395,0.463666667,0.243703229,0.00366395
14728306.A,7070002,36.5931,455.8741641,0.475333333,0.366945092,0.00356779
14728310.A,7070002,15.7338,519.3524116,0.459666667,0.692688399,0.00563945
14728310.B,7070002,15.7338,519.3524116,0.459666667,0.692688399,0.00563945
14728310.C,7070002,15.7338,519.3524116,0.459666667,0.692688399,0.00563945
14728322.A,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.B,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.C,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.D,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.E,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.F,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.G,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728322.H,7070002,167.7231,507.5947365,,0.647253133,0.00164743
14728342.A,7070002,64.5066,490.7126127,0.440333333,0.381331254,0.00312148
14728344.A,7070002,7.8912,451.1912306,0.304333333,0.227951324,0.00666999
14728346.A,7070002,10.3734,455.4739493,0.305333333,0.339116198,0.01062616
14728362.A,7070002,15.7698,442.3966596,,0.358588384,0.00491306
14728376.A,7070002,5.6205,444.6692138,,0.252322737,0.00920268
14728384.A,7070002,98.757,477.5211289,,0.263046692,0.00257807
14728384.B,7070002,98.757,477.5211289,,0.263046692,0.00257807
14728384.C,7070002,98.757,477.5211289,,0.263046692,0.00257807
14728384.D,7070002,98.757,477.5211289,,0.263046692,0.00257807
14728398.A,7070002,15.6816,477.6044255,,0.420258572,0.00192908
14728398.B,7070002,15.6816,477.6044255,,0.420258572,0.00192908
14728402.A,7070002,225.9099,455.5996667,,0.492523986,0.00469879
14728414.A,7070002,22.1751,435.3741487,0.501666667,0.226088501,0.00522556
14728416.A,7070002,457.1676,481.7838719,,0.291825725,0.00194005
14728416.B,7070002,457.1676,481.7838719,,0.291825725,0.00194005
14728416.C,7070002,457.1676,481.7838719,,0.291825725,0.00194005
14728418.A,7070002,19.719,443.8745495,,0.595549445,0.00490538
14728428.A,7070002,19.2366,501.647846,,0.517501931,0.0047778
14728430.A,7070002,38.9664,468.3295314,0.476666667,0.367504595,0.00234772
14728444.A,7070002,27.4266,482.600864,0.298666667,0.414346138,0.00147018
14728444.B,7070002,27.4266,482.600864,0.298666667,0.414346138,0.00147018
14728454.A,7070002,136.0899,503.2053415,,0.571024705,0.00087093
14728454.B,7070002,136.0899,503.2053415,,0.571024705,0.00087093
14728466.A,7070002,40.7745,471.2561655,0.392666667,0.381769313,0.00324886
14728466.B,7070002,40.7745,471.2561655,0.392666667,0.381769313,0.00324886
14728470.A,7070002,115.7481,442.3163359,0.358666667,0.283256853,0.00043717
14728476.A,7070002,43.7931,430.1536519,,0.313125092,0.00116508
14728494.A,7070002,63.4455,456.6400499,,0.369680855,0.00230714
14728494.B,7070002,63.4455,456.6400499,,0.369680855,0.00230714
14728500.A,7070002,8.955,474.0215698,0.379,0.600487577,0.00335559
14728512.A,7070002,7.0884,457.3424213,0.582333333,0.265271842,0.00300032
14728514.A,7070002,46.1691,427.1365393,0.459,0.823148189,0.00062986
14728524.A,7070002,10.8288,422.3806499,,0.31310141,0.00296588
14728532.A,7070002,56.9394,426.0051434,,0.244906214,0.00233009
14728558.A,7070002,152.7039,484.6956931,,0.362202552,0.00114108
14728558.B,7070002,152.7039,484.6956931,,0.362202552,0.00114108
14728558.C,7070002,152.7039,484.6956931,,0.362202552,0.00114108
14728558.D,7070002,152.7039,484.6956931,,0.362202552,0.00114108
14728558.E,7070002,152.7039,484.6956931,,0.362202552,0.00114108
14728560.A,7070002,15.6888,431.4837569,,0.375323457,0.00471947
14728562.A,7070002,76.4406,460.6992652,0.435333333,0.384651903,0.00038961
14728564.A,7070002,74.196,460.9738805,,0.367549896,0.00071992
14728566.A,7070002,231.5943,476.3622566,,0.86029265,0.00067434
14728576.A,7070002,15.2136,448.5870575,,0.211779835,0.00361181
14728580.A,7070002,5.526,435.1996205,,0.357887479,0.00994166
14728580.B,7070002,5.526,435.1996205,,0.357887479,0.00994166
14728580.C,7070002,5.526,435.1996205,,0.357887479,0.00994166
14728588.A,7070002,127.9269,445.3335091,,0.747938658,0.00258524
14728596.A,7070002,8.1648,424.8645999,0.45,0.370047355,0.00993945
14728596.B,7070002,8.1648,424.8645999,0.45,0.370047355,0.00993945
14728604.A,7070002,9.0036,401.930078,,0.468780347,0.01120279
14728608.A,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.B,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.C,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.D,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.E,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.F,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.G,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.H,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.I,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.J,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728608.K,7070002,171.1782,472.0792249,,0.372597982,0.00126168
14728612.A,7070002,144.198,414.5838554,0.484,0.368167988,0.00115631
14728618.A,7070002,57.231,481.1397095,,0.511885047,0.0021281
14728618.B,7070002,57.231,481.1397095,,0.511885047,0.0021281
14728622.A,7070002,84.2418,507.8090269,,0.532043059,0.00131609
14728626.A,7070002,77.787,449.1416554,0.280333333,0.271544815,0.00110852
14728628.A,7070002,13.1571,433.2805178,0.436333333,0.338694693,0.00182138
14728678.A,7070002,5804.7165,490.9739101,,0.381309536,0.00087537
14728728.A,7070002,115.8822,472.9709683,,0.41819454,0.00001
14728734.A,7070002,424.4598,485.4728636,0.305333333,0.524867788,0.00783267
14728858.A,7070002,7544.4183,481.2888109,0.485,0.368574379,0.00157804
14728878.A,7070002,7799.7411,479.7190177,,0.795681344,0.00052631
14728902.A,7070002,7858.1925,479.2553255,,0.306485872,0.00142614
14729356.A,7070002,18.7695,491.9779727,0.515,0.381720191,0.00509838
14729386.A,7070002,8.2521,510.2850464,,0.337457502,0.00666322
14729386.B,7070002,8.2521,510.2850464,,0.337457502,0.00666322
14729402.A,7070002,13.7151,501.137259,,0.380979227,0.00388792
14729408.A,7070002,16.9515,503.1390534,,0.218471403,0.00306891
14729432.A,7070002,5.8482,468.697116,0.422,0.564248003,0.00853254
14729436.A,7070002,36.2385,488.8851779,,0.711090081,0.00271231
14729452.A,7070002,69.1515,489.3570502,,0.364952563,0.00246705
14729464.A,7070002,5.7159,456.0789624,,0.382102906,0.00507608
14729474.A,7070002,180.5634,481.0766709,,0.381240865,0.00094182
14729474.B,7070002,180.5634,481.0766709,,0.381240865,0.00094182
14729488.A,7070002,188.0568,479.6835011,0.497333333,0.369638134,0.00226696
14729488.B,7070002,188.0568,479.6835011,0.497333333,0.369638134,0.00226696
14729506.A,7070002,275.0832,471.7230853,0.384666667,0.296588029,0.0011345
14729512.A,7070002,317.3787,468.6210088,0.518333333,0.380258652,0.00109871
14729526.A,7070002,28.161,452.3041924,,0.347129721,0.00215953
14729528.A,7070002,340.0758,466.4422317,0.437666667,0.384391097,0.00019543
14729548.A,7070002,9.315,434.5277894,,0.35038315,0.00849102
14729548.B,7070002,9.315,434.5277894,,0.35038315,0.00849102
14729550.A,7070002,354.6801,465.1489022,,0.42604858,0.00486609
14729550.B,7070002,354.6801,465.1489022,,0.42604858,0.00486609
14729582.A,7070002,19.6758,445.8496752,,0.34391194,0.00315881
14729598.A,7070002,12.6054,452.9944738,,0.595695152,0.00161538
14729604.A,7070002,4.5756,447.7946971,,0.781932576,0.00679372
14729616.A,7070002,14.5197,450.9576297,,0.170279689,0.00280467
14729626.A,7070002,3.6558,422.2156032,0.559666667,0.262626258,0.00457965
14729630.A,7070002,37.4607,449.7999428,,0.812766928,0.00230643
14729638.A,7070002,4.0788,441.2803199,,0.278546236,0.00232514
14729642.A,7070002,16.6761,442.7767197,0.394666667,0.381767348,0.00233108
14729642.B,7070002,16.6761,442.7767197,0.394666667,0.381767348,0.00233108
14729648.A,7070002,6.0354,436.4599359,,0.532906157,0.00550526
14729680.A,7070002,96.6816,443.683072,0.281333333,0.303731163,0.00207736
14729692.A,7070002,28.5642,441.3967881,,0.593343499,0.00127483
14729702.A,7070002,217.0116,434.4334313,0.301333333,0.284702873,0.00001
14729712.A,7070002,164.79,438.4853734,,0.557512973,0.00324649
14729714.A,7070002,11.5218,429.4140377,,0.242501522,0.00641313
14729714.B,7070002,11.5218,429.4140377,,0.242501522,0.00641313
14729714.C,7070002,11.5218,429.4140377,,0.242501522,0.00641313
14729718.A,7070002,12.0195,430.2066821,0.351333333,0.31186849,0.00353096
14729730.A,7070002,213.9327,434.6967714,0.425666667,0.369714461,0.00001
14729732.A,7070002,56.9097,440.3570525,0.473333333,0.369484032,0.00146211
14729734.A,7070002,30.0852,434.9765382,,0.694649666,0.0056713
14729750.A,7070002,22.3416,436.5355833,,0.557786426,0.00555409
14729764.A,7070002,21.9168,428.2327509,0.478333333,0.380382593,0.00538897
14729764.B,7070002,21.9168,428.2327509,0.478333333,0.380382593,0.00538897
14729774.A,7070002,15.4584,432.714844,,0.258758724,0.00622834
14729930.A,7070002,17.0568,497.3566051,,0.435623298,0.00252747
14729952.A,7070002,78.2748,486.6013148,,0.407188405,0.00250364
14729952.B,7070002,78.2748,486.6013148,,0.407188405,0.00250364
14729956.A,7070002,89.6085,480.1905164,,0.67096762,0.00196059
14729970.A,7070002,17.1855,436.3587541,,0.345236699,0.00282568
14729970.B,7070002,17.1855,436.3587541,,0.345236699,0.00282568
14729984.A,7070002,27.8721,440.347501,0.423,0.239434041,0.00114298
14730452.A,7070002,4.5333,394.8444511,,0.218771458,0.00580195
14730456.A,7070002,7.8642,390.1133474,0.379333333,0.337936113,0.00487721
14730484.A,7070002,168.9201,411.5425092,,0.361137833,0.00056669
